,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
299,0.021245718002319336,6.925606261360728e-05,0.004294157028198242,7.2162494426389e-05,1.0,2,0.01,0.001,sigmoid,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.001, 'kernel': 'sigmoid'}",-1.4506329888699103,-1.3092201120591256,-1.3660204609118425,-1.481054413375496,-1.3984297971467803,-1.4010715544726309,0.06087008955605167,898
300,0.017497682571411134,9.514742747125683e-05,0.003029203414916992,6.405018281763593e-05,1.0,2,0.01,0.01,linear,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.01, 'kernel': 'linear'}",-1.399927683222347,-1.2909764058619195,-1.325167202330527,-1.42999040595032,-1.3628296293769024,-1.3617782653484032,0.04992524975997525,356
301,0.017539596557617186,0.00016828708146275607,0.0033225536346435545,4.44330363448257e-05,1.0,2,0.01,0.01,poly,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.01, 'kernel': 'poly'}",-1.4522542752942484,-1.3103360530688195,-1.3675633201982185,-1.4823501097211802,-1.3987509556744093,-1.4022509427913752,0.060959064671196266,923
302,0.01927013397216797,0.00014289850992628582,0.005477428436279297,3.072067568694125e-05,1.0,2,0.01,0.01,rbf,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",-1.431530365892163,-1.3007740716422491,-1.3530337133858554,-1.4649218489264295,-1.4000537310865186,-1.390062746186643,0.057908350344960745,775
303,0.02473478317260742,0.000597404770931265,0.005434894561767578,1.4759323273617355e-05,1.0,2,0.01,0.01,sigmoid,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.01, 'kernel': 'sigmoid'}",-1.439123737029803,-1.3037775622702819,-1.3582785707993401,-1.470517358789006,-1.4009998318505792,-1.394539412147802,0.058914700087875,843
304,0.01872882843017578,0.00026051161903532924,0.0033635616302490233,8.983541192749149e-06,1.0,2,0.01,0.1,linear,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'linear'}",-1.399927683222347,-1.2909764058619195,-1.325167202330527,-1.42999040595032,-1.3628296293769024,-1.3617782653484032,0.04992524975997525,356
305,0.018162918090820313,0.0002810099482057591,0.0036502838134765624,5.235024882976014e-05,1.0,2,0.01,0.1,poly,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'poly'}",-1.4267019152252527,-1.2959033564935059,-1.346411459414726,-1.4600333157820675,-1.395337703892007,-1.3848775501615116,0.0581431487129384,725
306,0.02267770767211914,0.00018855213304602998,0.006334066390991211,2.5860668815426615e-05,1.0,2,0.01,0.1,rbf,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",-1.3913160320121503,-1.2864454424197933,-1.3160952600037392,-1.4178206012431336,-1.3596246232967073,-1.3542603917951048,0.047952560557291524,256
307,0.025309181213378905,0.00011712896960976002,0.005471515655517578,3.875556889261103e-05,1.0,2,0.01,0.1,sigmoid,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'sigmoid'}",-1.4076367632537312,-1.2926233435080807,-1.3294809216713543,-1.4274957145894955,-1.3735771386632865,-1.3661627763371897,0.04957902846298979,516
308,0.017278051376342772,0.0004728794506604199,0.003056192398071289,6.23745289806835e-05,1.0,2,0.01,1,linear,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 1, 'kernel': 'linear'}",-1.399927683222347,-1.2909764058619195,-1.325167202330527,-1.42999040595032,-1.3628296293769024,-1.3617782653484032,0.04992524975997525,356
309,0.019857263565063475,0.00045998947600035936,0.003376007080078125,9.952986262596362e-05,1.0,2,0.01,1,poly,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 1, 'kernel': 'poly'}",-1.3262138302561366,-1.2731233806985338,-1.2335025988208619,-1.3960514909996136,-1.3342552081729049,-1.3126293017896102,0.055557598611000764,111
310,0.02024564743041992,0.0001248060209462557,0.005427932739257813,5.1575973173547024e-05,1.0,2,0.01,1,rbf,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 1, 'kernel': 'rbf'}",-1.3260670311648333,-1.265315487950521,-1.2378144700429046,-1.3929101826249497,-1.336326569780032,-1.311686748312648,0.05480614363859725,105
