,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14,0.023508358001708984,0.003424017644199406,0.0024494171142578126,0.0004143333691882908,0.4,0.01,3,200,0.8,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",-1.0428057263686517,-1.1849336830802863,-1.0328485912507557,-1.137056047800851,-1.1031098057702302,-1.100150770854155,0.057230996961617486,884
15,0.018791866302490235,0.0058272187686878255,0.0021416187286376954,0.00033083986759673055,0.4,0.01,3,200,1.0,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-1.0431261690495548,-1.1815874687661587,-1.0330922756788092,-1.1313599764823041,-1.1025052040072842,-1.0983342187968224,0.05539610332413948,881
16,0.008884334564208984,0.0015238363602291985,0.002652597427368164,0.00044320564338657596,0.4,0.01,6,25,0.4,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 25, 'subsample': 0.4}",-1.2327571519722884,-1.370434448564213,-1.2508153851978026,-1.3427001390681208,-1.3096826420803112,-1.301277953376547,0.05255592849259226,1016
17,0.009294939041137696,0.0018631810937024301,0.002650880813598633,0.00027470702492402526,0.4,0.01,6,25,0.6,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 25, 'subsample': 0.6}",-1.2306263459450637,-1.3676119431551153,-1.2492507549938527,-1.3393359802246387,-1.3050154095019246,-1.298368086764119,0.05199754334869374,1015
18,0.008362102508544921,0.00012270599861009435,0.0021425724029541016,0.000482548710742894,0.4,0.01,6,25,0.8,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 25, 'subsample': 0.8}",-1.229236850524833,-1.3647436267461819,-1.2449777454674886,-1.3364983010442,-1.303292334968582,-1.2957497717502569,0.0519215798479169,1013
19,0.005934619903564453,0.0006088767562085978,0.001771831512451172,0.0001875621611433806,0.4,0.01,6,25,1.0,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 25, 'subsample': 1.0}",-1.2290569373338514,-1.3641329086235208,-1.241930227530093,-1.3343942250257508,-1.3027262847082366,-1.2944481166442905,0.05206596754719547,1011
20,0.012673902511596679,0.0020373599980662164,0.0027812957763671876,0.0005385734717527853,0.4,0.01,6,50,0.4,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 0.4}",-1.1726400685368308,-1.3115936261311045,-1.1895762398811116,-1.2850374796191428,-1.2471701902035064,-1.2412035208743393,0.053438014819741836,975
21,0.011840057373046876,0.0019281687313425075,0.002519845962524414,0.00038698465698980863,0.4,0.01,6,50,0.6,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 0.6}",-1.1678373563033049,-1.30587415684888,-1.1854319846586685,-1.2772849251151597,-1.238397652168587,-1.23496521501892,0.05251763102906713,973
22,0.011623287200927734,0.00048226867003891096,0.002514076232910156,5.4436846041983926e-05,0.4,0.01,6,50,0.8,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 0.8}",-1.1648855607256055,-1.300516355677722,-1.1808743735426213,-1.2745933174556836,-1.2352125643622456,-1.2312164343527754,0.052218981263859564,967
23,0.011638355255126954,0.00022054980989357135,0.0023901939392089845,0.0002312825580465941,0.4,0.01,6,50,1.0,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 1.0}",-1.163469090164504,-1.299107731699791,-1.1742870135135142,-1.2687087987138395,-1.2329541130542176,-1.2277053494291734,0.052510852560336926,965
24,0.01800427436828613,0.004141497687145689,0.0025263309478759767,0.000597774126507923,0.4,0.01,6,100,0.4,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.4}",-1.0774766868944425,-1.2152460326683674,-1.0916296359514064,-1.1884633563482836,-1.1482295091637498,-1.14420904420525,0.053364152192696336,912
25,0.022279024124145508,0.0025464494672595528,0.0029629230499267577,0.0006291323508656624,0.4,0.01,6,100,0.6,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.6}",-1.0701200570611529,-1.20846827366822,-1.0838700685970832,-1.1784237997483413,-1.1359265166554307,-1.1353617431460457,0.0531170304967847,910
26,0.01710929870605469,0.002948729817483562,0.0023732662200927736,0.0004324056368085637,0.4,0.01,6,100,0.8,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-1.0678267445959162,-1.201215999735338,-1.077384985699962,-1.173408448078438,-1.1306442167360249,-1.1300960789691357,0.052134890926476794,907
27,0.02017521858215332,0.0013009060740894773,0.00289301872253418,0.0005273858935944534,0.4,0.01,6,100,1.0,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-1.0653648773636994,-1.1983713316298483,-1.0707961690635848,-1.1663274982317435,-1.1285678964593844,-1.1258855545496522,0.052143123048211976,906
28,0.029007148742675782,0.002331764192713386,0.002603292465209961,0.0003317764620887443,0.4,0.01,6,200,0.4,"{'colsample_bytree': 0.4, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.4}",-0.9636877432889449,-1.1023338685898927,-0.9704932405923862,-1.0806225316892626,-1.024006470136169,-1.028228770859331,0.056130981110263205,843
